UNITID,Pop_Code,Total_Pop,Fully_online,Partially_Online,No_online,Population,Year
480091,3,8841,8841,,,,2024
480091,11,1502,1502,,,,2024
480125,1,466,,,466,All Students,2024
480125,2,466,,,466,Undergrad,2024
480125,3,466,,,466,,2024
480161,1,2,,,2,All Students,2024
480161,2,2,,,2,Undergrad,2024
480161,3,2,,,2,,2024
480198,1,257,89,45,123,All Students,2024
480198,2,144,74,27,43,Undergrad,2024
480198,3,144,74,27,43,,2024
480198,12,113,15,18,80,Graduate,2024
480204,1,413,0,76,337,All Students,2024
480204,2,413,0,76,337,Undergrad,2024
480204,3,413,0,76,337,,2024
480310,1,77,,,77,All Students,2024
480310,2,77,,,77,Undergrad,2024
480310,3,77,,,77,,2024
480471,1,868,,,868,All Students,2024
480471,2,868,,,868,Undergrad,2024
480471,3,868,,,868,,2024
480523,1,84,0,26,58,All Students,2024
480523,2,84,0,26,58,Undergrad,2024
480523,3,84,0,26,58,,2024
480532,1,79,0,57,22,All Students,2024
480532,2,79,0,57,22,Undergrad,2024
480532,3,79,0,57,22,,2024
480550,1,57,0,21,36,All Students,2024
480550,2,57,0,21,36,Undergrad,2024
480550,3,57,0,21,36,,2024
480569,1,815,815,,,All Students,2024
480569,2,475,475,,,Undergrad,2024
480569,3,475,475,,,,2024
480569,12,340,340,,,Graduate,2024
480657,1,359,136,38,185,All Students,2024
480657,2,359,136,38,185,Undergrad,2024
480657,3,359,136,38,185,,2024
480727,1,36,,,36,All Students,2024
480727,2,36,,,36,Undergrad,2024
480727,3,36,,,36,,2024
480781,1,247,16,192,39,All Students,2024
480781,2,135,3,93,39,Undergrad,2024
480781,3,135,3,93,39,,2024
480781,12,112,13,99,0,Graduate,2024
480790,1,1903,0,368,1535,All Students,2024
480790,12,1903,0,368,1535,Graduate,2024
480824,1,720,0,70,650,All Students,2024
480824,2,720,0,70,650,Undergrad,2024
480824,3,720,0,70,650,,2024
480833,1,1076,0,143,933,All Students,2024
480833,2,1076,0,143,933,Undergrad,2024
480833,3,1076,0,143,933,,2024
480842,1,49,,,49,All Students,2024
480842,2,49,,,49,Undergrad,2024
480842,3,49,,,49,,2024
480851,1,28,0,28,0,All Students,2024
480851,2,28,0,28,0,Undergrad,2024
480851,3,28,0,28,0,,2024
480879,1,50,,,50,All Students,2024
480879,2,50,,,50,Undergrad,2024
480879,3,50,,,50,,2024
480888,1,152,,,152,All Students,2024
480888,2,152,,,152,Undergrad,2024
480888,3,152,,,152,,2024
480903,1,428,,,428,All Students,2024
480903,2,428,,,428,Undergrad,2024
480903,3,428,,,428,,2024
480921,1,95,,,95,All Students,2024
480921,2,95,,,95,Undergrad,2024
480921,3,95,,,95,,2024
480967,1,241,18,3,220,All Students,2024
480967,2,241,18,3,220,Undergrad,2024
480967,3,222,18,3,201,,2024
480967,11,19,0,0,19,,2024
480976,1,53,,,53,All Students,2024
480976,2,53,,,53,Undergrad,2024
480976,3,53,,,53,,2024
480985,1,239,239,,,All Students,2024
480985,2,234,234,,,Undergrad,2024
480985,3,234,234,,,,2024
480985,12,5,5,,,Graduate,2024
480994,1,118,,,118,All Students,2024
480994,2,118,,,118,Undergrad,2024
480994,3,118,,,118,,2024
481003,1,293,6,0,287,All Students,2024
481003,2,293,6,0,287,Undergrad,2024
481003,3,293,6,0,287,,2024
481021,1,47,,,47,All Students,2024
481021,2,47,,,47,Undergrad,2024
481021,3,47,,,47,,2024
481030,1,48,48,,,All Students,2024
481030,12,48,48,,,Graduate,2024
481049,1,26,,,26,All Students,2024
481049,2,26,,,26,Undergrad,2024
481049,3,26,,,26,,2024
481058,1,301,129,153,19,All Students,2024
481058,2,68,33,30,5,Undergrad,2024
481058,3,68,33,30,5,,2024
481058,12,233,96,123,14,Graduate,2024
481067,1,20,,,20,All Students,2024
481067,2,20,,,20,Undergrad,2024
481067,3,20,,,20,,2024
481085,1,176,,,176,All Students,2024
481085,2,176,,,176,Undergrad,2024
481085,3,176,,,176,,2024
481094,1,188,35,0,153,All Students,2024
481094,12,188,35,0,153,Graduate,2024
481100,1,92,,,92,All Students,2024
481100,2,92,,,92,Undergrad,2024
481100,3,92,,,92,,2024
481128,1,99,,,99,All Students,2024
481128,2,99,,,99,Undergrad,2024
481128,3,99,,,99,,2024
481146,1,60,,,60,All Students,2024
481146,2,60,,,60,Undergrad,2024
481146,3,60,,,60,,2024
481155,1,183,,,183,All Students,2024
481155,2,183,,,183,Undergrad,2024
481155,3,183,,,183,,2024
481182,1,34,,,34,All Students,2024
481182,2,34,,,34,Undergrad,2024
481182,3,34,,,34,,2024
481191,1,105,,,105,All Students,2024
481191,2,105,,,105,Undergrad,2024
481191,3,105,,,105,,2024
481207,1,87,87,,,All Students,2024
481207,2,87,87,,,Undergrad,2024
481207,3,87,87,,,,2024
481225,1,32,13,5,14,All Students,2024
481225,2,19,0,5,14,Undergrad,2024
481225,3,19,0,5,14,,2024
481225,12,13,13,0,0,Graduate,2024
481243,1,211,,,211,All Students,2024
481243,2,211,,,211,Undergrad,2024
481243,3,211,,,211,,2024
481252,1,121,,,121,All Students,2024
481252,2,121,,,121,Undergrad,2024
481252,3,121,,,121,,2024
481289,1,106,,,106,All Students,2024
481289,2,106,,,106,Undergrad,2024
481289,3,106,,,106,,2024
481298,1,34,,,34,All Students,2024
481298,2,34,,,34,Undergrad,2024
481298,3,34,,,34,,2024
481313,1,95,,,95,All Students,2024
481313,2,95,,,95,Undergrad,2024
481313,3,95,,,95,,2024
481331,1,57,,,57,All Students,2024
481331,2,57,,,57,Undergrad,2024
481331,3,57,,,57,,2024
481340,1,33,,,33,All Students,2024
481340,2,33,,,33,Undergrad,2024
481340,3,33,,,33,,2024
481368,1,119,,,119,All Students,2024
481368,2,119,,,119,Undergrad,2024
481368,3,119,,,119,,2024
481386,1,628,0,628,0,All Students,2024
481386,2,628,0,628,0,Undergrad,2024
481386,3,628,0,628,0,,2024
481401,1,568,415,62,91,All Students,2024
481401,2,229,117,21,91,Undergrad,2024
481401,3,229,117,21,91,,2024
481401,12,339,298,41,0,Graduate,2024
481410,1,84,,,84,All Students,2024
481410,2,84,,,84,Undergrad,2024
481410,3,84,,,84,,2024
481429,1,158,,,158,All Students,2024
481429,2,158,,,158,Undergrad,2024
481429,3,158,,,158,,2024
481438,1,76,,,76,All Students,2024
481438,2,76,,,76,Undergrad,2024
481438,3,75,,,75,,2024
481438,11,1,,,1,,2024
481447,1,39,,,39,All Students,2024
481447,2,39,,,39,Undergrad,2024
481447,3,39,,,39,,2024
481456,1,20,,,20,All Students,2024
481456,2,20,,,20,Undergrad,2024
481456,3,20,,,20,,2024
481465,1,94,,,94,All Students,2024
481465,2,94,,,94,Undergrad,2024
481465,3,94,,,94,,2024
481474,1,91,,,91,All Students,2024
481474,2,91,,,91,Undergrad,2024
481474,3,91,,,91,,2024
481483,1,228,,,228,All Students,2024
481483,2,228,,,228,Undergrad,2024
481483,3,228,,,228,,2024
481517,1,96,,,96,All Students,2024
481517,2,96,,,96,Undergrad,2024
481517,3,96,,,96,,2024
481526,1,271,,,271,All Students,2024
481526,2,271,,,271,Undergrad,2024
481526,3,271,,,271,,2024
481535,1,52,,,52,All Students,2024
481535,12,52,,,52,Graduate,2024
481571,1,5,,,5,All Students,2024
481571,2,5,,,5,Undergrad,2024
481571,3,5,,,5,,2024
481678,1,73,,,73,All Students,2024
481678,2,73,,,73,Undergrad,2024
481678,3,73,,,73,,2024
481720,1,67,41,0,26,All Students,2024
481720,2,67,41,0,26,Undergrad,2024
481720,3,67,41,0,26,,2024
481739,1,50,,,50,All Students,2024
481739,2,50,,,50,Undergrad,2024
481739,3,50,,,50,,2024
481748,1,136,,,136,All Students,2024
481748,2,136,,,136,Undergrad,2024
481748,3,136,,,136,,2024
481775,1,257,0,2,255,All Students,2024
481775,2,257,0,2,255,Undergrad,2024
481775,3,257,0,2,255,,2024
481845,1,67,,,67,All Students,2024
481845,2,67,,,67,Undergrad,2024
481845,3,67,,,67,,2024
481863,1,75,0,53,22,All Students,2024
481863,2,75,0,53,22,Undergrad,2024
481863,3,75,0,53,22,,2024
481890,1,77,0,49,28,All Students,2024
481890,2,77,0,49,28,Undergrad,2024
481890,3,77,0,49,28,,2024
481906,1,65,0,32,33,All Students,2024
481906,2,65,0,32,33,Undergrad,2024
481906,3,65,0,32,33,,2024
481960,1,183,,,183,All Students,2024
481960,2,183,,,183,Undergrad,2024
481960,3,183,,,183,,2024
482015,1,1089,61,214,814,All Students,2024
482015,2,1089,61,214,814,Undergrad,2024
482015,3,1089,61,214,814,,2024
482060,1,359,,,359,All Students,2024
482060,2,359,,,359,Undergrad,2024
482060,3,359,,,359,,2024
482097,1,396,,,396,All Students,2024
482097,2,396,,,396,Undergrad,2024
482097,3,396,,,396,,2024
482149,1,10900,2320,4480,4100,All Students,2024
482149,2,6049,370,3797,1882,Undergrad,2024
482149,3,5613,255,3722,1636,,2024
482149,11,436,115,75,246,,2024
482149,12,4851,1950,683,2218,Graduate,2024
482158,1,8363,3866,2434,2063,All Students,2024
482158,2,7692,3245,2386,2061,Undergrad,2024
482158,3,6574,2667,2266,1641,,2024
482158,11,1118,578,120,420,,2024
482158,12,671,621,48,2,Graduate,2024
482167,1,109,,,109,All Students,2024
482167,2,109,,,109,Undergrad,2024
482167,3,109,,,109,,2024
482176,1,213,,,213,All Students,2024
482176,2,213,,,213,Undergrad,2024
482176,3,213,,,213,,2024
482185,1,47,0,0,47,All Students,2024
482185,2,47,0,0,47,Undergrad,2024
482185,3,47,0,0,47,,2024
482194,1,104,0,0,104,All Students,2024
482194,2,104,0,0,104,Undergrad,2024
482194,3,104,0,0,104,,2024
482200,1,28,,,28,All Students,2024
482200,2,28,,,28,Undergrad,2024
482200,3,28,,,28,,2024
482228,1,211,211,,,All Students,2024
482228,2,133,133,,,Undergrad,2024
482228,3,111,111,,,,2024
482228,11,22,22,,,,2024
482228,12,78,78,,,Graduate,2024
482246,1,55,,,55,All Students,2024
482246,2,55,,,55,Undergrad,2024
482246,3,55,,,55,,2024
482255,1,429,,,429,All Students,2024
482255,2,429,,,429,Undergrad,2024
482255,3,429,,,429,,2024
482291,1,1415,,,1415,All Students,2024
482291,2,1415,,,1415,Undergrad,2024
482291,3,1415,,,1415,,2024
482413,1,107,63,33,11,All Students,2024
482413,2,86,58,28,0,Undergrad,2024
482413,3,86,58,28,0,,2024
482413,12,21,5,5,11,Graduate,2024
482422,1,6,3,3,0,All Students,2024
482422,2,6,3,3,0,Undergrad,2024
482422,3,6,3,3,0,,2024
482431,1,2403,1775,614,14,All Students,2024
482431,2,2382,1771,608,3,Undergrad,2024
482431,3,2378,1767,608,3,,2024
482431,11,4,4,0,0,,2024
482431,12,21,4,6,11,Graduate,2024
482459,1,114,104,8,2,All Students,2024
482459,2,109,104,5,0,Undergrad,2024
482459,3,109,104,5,0,,2024
482459,12,5,0,3,2,Graduate,2024
482468,1,522,478,40,4,All Students,2024
482468,2,516,478,38,0,Undergrad,2024
482468,3,516,478,38,0,,2024
482468,12,6,0,2,4,Graduate,2024
482477,1,31296,30160,836,300,All Students,2024
482477,2,28046,27233,643,170,Undergrad,2024
482477,3,27825,27180,642,3,,2024
482477,11,221,53,1,167,,2024
482477,12,3250,2927,193,130,Graduate,2024
482547,1,1,1,0,0,All Students,2024
482547,2,1,1,0,0,Undergrad,2024
482547,3,1,1,0,0,,2024
482556,1,67,53,11,3,All Students,2024
482556,2,62,52,10,0,Undergrad,2024
482556,3,62,52,10,0,,2024
482556,12,5,1,1,3,Graduate,2024
482574,1,211,205,5,1,All Students,2024
482574,2,210,205,5,0,Undergrad,2024
482574,3,210,205,5,0,,2024
482574,12,1,0,0,1,Graduate,2024
482635,1,17,6,8,3,All Students,2024
482635,2,8,4,4,0,Undergrad,2024
482635,3,8,4,4,0,,2024
482635,12,9,2,4,3,Graduate,2024
482653,1,19,11,3,5,All Students,2024
482653,2,13,10,3,0,Undergrad,2024
482653,3,13,10,3,0,,2024
482653,12,6,1,0,5,Graduate,2024
482680,1,19291,4162,7433,7696,All Students,2024
482680,2,18322,3483,7333,7506,Undergrad,2024
482680,3,16146,2149,7147,6850,,2024
482680,11,2176,1334,186,656,,2024
482680,12,969,679,100,190,Graduate,2024
482699,1,1893,642,812,439,All Students,2024
482699,2,1893,642,812,439,Undergrad,2024
482699,3,1466,381,767,318,,2024
482699,11,427,261,45,121,,2024
482705,1,7411,2649,1886,2876,All Students,2024
482705,2,2416,680,1044,692,Undergrad,2024
482705,3,1802,668,938,196,,2024
482705,11,614,12,106,496,,2024
482705,12,4995,1969,842,2184,Graduate,2024
482936,1,1769,0,388,1381,All Students,2024
482936,2,1690,0,388,1302,Undergrad,2024
482936,3,1689,0,388,1301,,2024
482936,11,1,0,0,1,,2024
482936,12,79,0,0,79,Graduate,2024
482963,1,484,0,448,36,All Students,2024
482963,2,484,0,448,36,Undergrad,2024
482963,3,484,0,448,36,,2024
482981,1,114,,,114,All Students,2024
482981,2,114,,,114,Undergrad,2024
482981,3,114,,,114,,2024
482990,1,140,0,140,0,All Students,2024
482990,2,140,0,140,0,Undergrad,2024
482990,3,140,0,140,0,,2024
483009,1,125,,,125,All Students,2024
483009,2,125,,,125,Undergrad,2024
483009,3,125,,,125,,2024
483018,1,121,0,0,121,All Students,2024
483018,2,121,0,0,121,Undergrad,2024
483018,3,121,0,0,121,,2024
483036,1,2403,1634,491,278,All Students,2024
483036,2,1755,1216,349,190,Undergrad,2024
483036,3,1750,1211,349,190,,2024
483036,11,5,5,0,0,,2024
483036,12,648,418,142,88,Graduate,2024
483045,1,11527,3964,1919,5644,All Students,2024
483045,2,11527,3964,1919,5644,Undergrad,2024
483045,3,6174,2900,1388,1886,,2024
483045,11,5353,1064,531,3758,,2024
483054,1,86,,,86,All Students,2024
483054,2,86,,,86,Undergrad,2024
483054,3,86,,,86,,2024
483106,1,288,,,288,All Students,2024
483106,2,288,,,288,Undergrad,2024
483106,3,288,,,288,,2024
483124,1,72994,72994,,,All Students,2024
483124,2,54226,54226,,,Undergrad,2024
483124,3,53782,53782,,,,2024
483124,11,444,444,,,,2024
483124,12,18768,18768,,,Graduate,2024
483212,1,3463,1575,785,1103,All Students,2024
483212,2,3463,1575,785,1103,Undergrad,2024
483212,3,3057,1435,774,848,,2024
483212,11,406,140,11,255,,2024
483230,1,161,,,161,All Students,2024
483230,2,161,,,161,Undergrad,2024
483230,3,161,,,161,,2024
483258,1,54,,,54,All Students,2024
483258,2,54,,,54,Undergrad,2024
483258,3,54,,,54,,2024
483276,1,59,,,59,All Students,2024
483276,2,59,,,59,Undergrad,2024
483276,3,59,,,59,,2024
483328,1,52,,,52,All Students,2024
483328,2,52,,,52,Undergrad,2024
483328,3,52,,,52,,2024
483337,1,196,,,196,All Students,2024
483337,2,196,,,196,Undergrad,2024
483337,3,196,,,196,,2024
483346,1,47,,,47,All Students,2024
483346,2,47,,,47,Undergrad,2024
483346,3,47,,,47,,2024
483355,1,189,,,189,All Students,2024
483355,2,189,,,189,Undergrad,2024
483355,3,189,,,189,,2024
483364,1,162,,,162,All Students,2024
483364,2,162,,,162,Undergrad,2024
483364,3,162,,,162,,2024
483373,1,225,3,162,60,All Students,2024
483373,2,225,3,162,60,Undergrad,2024
483373,3,225,3,162,60,,2024
483382,1,226,,,226,All Students,2024
483382,2,226,,,226,Undergrad,2024
483382,3,226,,,226,,2024
483425,1,55,,,55,All Students,2024
483425,2,55,,,55,Undergrad,2024
483425,3,55,,,55,,2024
483470,1,102,,,102,All Students,2024
483470,2,102,,,102,Undergrad,2024
483470,3,102,,,102,,2024
483504,1,430,0,430,0,All Students,2024
483504,2,430,0,430,0,Undergrad,2024
483504,3,430,0,430,0,,2024
483513,1,32,,,32,All Students,2024
483513,2,32,,,32,Undergrad,2024
483513,3,32,,,32,,2024
483559,1,57,,,57,All Students,2024
483559,2,57,,,57,Undergrad,2024
483559,3,57,,,57,,2024
483577,1,116,,,116,All Students,2024
483577,2,116,,,116,Undergrad,2024
483577,3,116,,,116,,2024
483595,1,8378,6857,140,1381,All Students,2024
483595,2,4780,3823,90,867,Undergrad,2024
483595,3,4763,3806,90,867,,2024
483595,11,17,17,0,0,,2024
483595,12,3598,3034,50,514,Graduate,2024
483647,1,121,,,121,All Students,2024
483647,2,121,,,121,Undergrad,2024
483647,3,121,,,121,,2024
483708,1,511,,,511,All Students,2024
483708,2,511,,,511,Undergrad,2024
483708,3,511,,,511,,2024
483726,1,17,,,17,All Students,2024
483726,2,17,,,17,Undergrad,2024
483726,3,17,,,17,,2024
483735,1,112,,,112,All Students,2024
483735,2,112,,,112,Undergrad,2024
483735,3,112,,,112,,2024
483744,1,71,,,71,All Students,2024
483744,2,71,,,71,Undergrad,2024
483744,3,71,,,71,,2024
483753,1,62,,,62,All Students,2024
483753,2,62,,,62,Undergrad,2024
483753,3,62,,,62,,2024
483780,1,1096,96,971,29,All Students,2024
483780,2,400,33,360,7,Undergrad,2024
483780,3,400,33,360,7,,2024
483780,12,696,63,611,22,Graduate,2024
483799,1,72,,,72,All Students,2024
483799,2,72,,,72,Undergrad,2024
483799,3,72,,,72,,2024
483814,1,730,,,730,All Students,2024
483814,2,730,,,730,Undergrad,2024
483814,3,730,,,730,,2024
483823,1,512,,,512,All Students,2024
483823,2,512,,,512,Undergrad,2024
483823,3,512,,,512,,2024
483841,1,24,,,24,All Students,2024
483841,2,24,,,24,Undergrad,2024
483841,3,24,,,24,,2024
483850,1,7,,,7,All Students,2024
483850,2,7,,,7,Undergrad,2024
483850,3,7,,,7,,2024
483869,1,500,,,500,All Students,2024
483869,2,500,,,500,Undergrad,2024
483869,3,500,,,500,,2024
483878,1,209,,,209,All Students,2024
483878,2,209,,,209,Undergrad,2024
483878,3,209,,,209,,2024
483887,1,29,,,29,All Students,2024
483887,2,29,,,29,Undergrad,2024
483887,3,29,,,29,,2024
483896,1,61,,,61,All Students,2024
483896,2,61,,,61,Undergrad,2024
483896,3,61,,,61,,2024
483911,1,16,,,16,All Students,2024
483911,2,16,,,16,Undergrad,2024
483911,3,16,,,16,,2024
483920,1,169,,,169,All Students,2024
483920,2,169,,,169,Undergrad,2024
483920,3,169,,,169,,2024
483948,1,56,,,56,All Students,2024
483948,2,56,,,56,Undergrad,2024
483948,3,56,,,56,,2024
483957,1,21,,,21,All Students,2024
483957,2,21,,,21,Undergrad,2024
483957,3,21,,,21,,2024
483975,1,778,,,778,All Students,2024
483975,12,778,,,778,Graduate,2024
484002,1,2280,0,1211,1069,All Students,2024
484002,2,2280,0,1211,1069,Undergrad,2024
484002,3,2245,0,1211,1034,,2024
484002,11,35,0,0,35,,2024
484011,1,87,,,87,All Students,2024
484011,2,87,,,87,Undergrad,2024
484011,3,87,,,87,,2024
484020,1,38,,,38,All Students,2024
484020,2,38,,,38,Undergrad,2024
484020,3,38,,,38,,2024
484057,1,201,0,91,110,All Students,2024
484057,2,201,0,91,110,Undergrad,2024
484057,3,201,0,91,110,,2024
484066,1,524,0,217,307,All Students,2024
484066,2,524,0,217,307,Undergrad,2024
484066,3,524,0,217,307,,2024
484075,1,82,,,82,All Students,2024
484075,2,82,,,82,Undergrad,2024
484075,3,82,,,82,,2024
484084,1,99,,,99,All Students,2024
484084,2,99,,,99,Undergrad,2024
484084,3,99,,,99,,2024
484093,1,99,,,99,All Students,2024
484093,2,99,,,99,Undergrad,2024
484093,3,99,,,99,,2024
484109,1,107,,,107,All Students,2024
484109,2,107,,,107,Undergrad,2024
484109,3,107,,,107,,2024
484127,1,53,,,53,All Students,2024
484127,2,53,,,53,Undergrad,2024
484127,3,53,,,53,,2024
484136,1,29,,,29,All Students,2024
484136,2,29,,,29,Undergrad,2024
484136,3,29,,,29,,2024
484163,1,155,,,155,All Students,2024
484163,2,155,,,155,Undergrad,2024
484163,3,155,,,155,,2024
484172,1,36,,,36,All Students,2024
484172,2,36,,,36,Undergrad,2024
484172,3,36,,,36,,2024
484190,1,32,,,32,All Students,2024
484190,2,32,,,32,Undergrad,2024
484190,3,32,,,32,,2024
484206,1,196,,,196,All Students,2024
484206,2,196,,,196,Undergrad,2024
484206,3,196,,,196,,2024
484233,1,217,,,217,All Students,2024
484233,2,217,,,217,Undergrad,2024
484233,3,217,,,217,,2024
484330,1,38,0,22,16,All Students,2024
484330,2,38,0,22,16,Undergrad,2024
484330,3,38,0,22,16,,2024
484349,1,91,0,67,24,All Students,2024
484349,2,91,0,67,24,Undergrad,2024
484349,3,91,0,67,24,,2024
484358,1,87,0,61,26,All Students,2024
484358,2,87,0,61,26,Undergrad,2024
484358,3,87,0,61,26,,2024
484367,1,513,0,513,0,All Students,2024
484367,2,513,0,513,0,Undergrad,2024
484367,3,513,0,513,0,,2024
484376,1,652,0,652,0,All Students,2024
484376,2,652,0,652,0,Undergrad,2024
484376,3,652,0,652,0,,2024
484394,1,147,,,147,All Students,2024
484394,2,147,,,147,Undergrad,2024
484394,3,147,,,147,,2024
484473,1,5655,5655,,,All Students,2024
484473,2,5655,5655,,,Undergrad,2024
484473,3,4627,4627,,,,2024
484473,11,1028,1028,,,,2024
484604,1,550,,,550,All Students,2024
484604,2,550,,,550,Undergrad,2024
484604,3,550,,,550,,2024
484613,1,111248,111075,20,153,All Students,2024
484613,2,89828,89817,5,6,Undergrad,2024
484613,3,85991,85980,5,6,,2024
484613,11,3837,3837,0,0,,2024
484613,12,21420,21258,15,147,Graduate,2024
484631,1,34,28,0,6,All Students,2024
484631,2,24,23,0,1,Undergrad,2024
484631,3,24,23,0,1,,2024
484631,12,10,5,0,5,Graduate,2024
484756,1,6,5,0,1,All Students,2024
484756,2,5,4,0,1,Undergrad,2024
484756,3,5,4,0,1,,2024
484756,12,1,1,0,0,Graduate,2024
484844,1,669,32,637,0,All Students,2024
484844,2,637,0,637,0,Undergrad,2024
484844,3,637,0,637,0,,2024
484844,12,32,32,0,0,Graduate,2024
484862,1,367,159,208,0,All Students,2024
484862,2,7,4,3,0,Undergrad,2024
484862,3,7,4,3,0,,2024
484862,12,360,155,205,0,Graduate,2024
484871,1,114,,,114,All Students,2024
484871,2,114,,,114,Undergrad,2024
484871,3,114,,,114,,2024
484899,1,218,,,218,All Students,2024
484899,2,218,,,218,Undergrad,2024
484899,3,218,,,218,,2024
484905,1,3794,988,1848,958,All Students,2024
484905,2,2953,842,1682,429,Undergrad,2024
484905,3,2878,842,1681,355,,2024
484905,11,75,0,1,74,,2024
484905,12,841,146,166,529,Graduate,2024
484923,1,36,,,36,All Students,2024
484923,2,36,,,36,Undergrad,2024
484923,3,36,,,36,,2024
484932,1,1927,461,984,482,All Students,2024
484932,2,1927,461,984,482,Undergrad,2024
484932,3,1854,454,935,465,,2024
484932,11,73,7,49,17,,2024
484950,1,95,,,95,All Students,2024
484950,2,95,,,95,Undergrad,2024
484950,3,95,,,95,,2024
484996,1,138,,,138,All Students,2024
484996,2,138,,,138,Undergrad,2024
484996,3,138,,,138,,2024
485014,1,87,,,87,All Students,2024
485014,2,87,,,87,Undergrad,2024
485014,3,87,,,87,,2024
485032,1,165,,,165,All Students,2024
485032,2,165,,,165,Undergrad,2024
485032,3,165,,,165,,2024
485111,1,6575,3545,790,2240,All Students,2024
485111,2,6575,3545,790,2240,Undergrad,2024
485111,3,3992,2343,695,954,,2024
485111,11,2583,1202,95,1286,,2024
485166,1,92,,,92,All Students,2024
485166,2,92,,,92,Undergrad,2024
485166,3,92,,,92,,2024
485236,1,45,,,45,All Students,2024
485236,2,45,,,45,Undergrad,2024
485236,3,45,,,45,,2024
485272,1,961,3,525,433,All Students,2024
485272,2,961,3,525,433,Undergrad,2024
485272,3,961,3,525,433,,2024
485342,1,329,,,329,All Students,2024
485342,2,329,,,329,Undergrad,2024
485342,3,150,,,150,,2024
485342,11,179,,,179,,2024
485360,1,3,0,3,0,All Students,2024
485360,2,3,0,3,0,Undergrad,2024
485360,3,3,0,3,0,,2024
485379,1,239,,,239,All Students,2024
485379,2,239,,,239,Undergrad,2024
485379,3,239,,,239,,2024
485388,1,273,,,273,All Students,2024
485388,2,273,,,273,Undergrad,2024
485388,3,273,,,273,,2024
485397,1,152,,,152,All Students,2024
485397,2,152,,,152,Undergrad,2024
485397,3,152,,,152,,2024
485403,1,99,0,40,59,All Students,2024
485403,12,99,0,40,59,Graduate,2024
485412,1,94,,,94,All Students,2024
485412,2,94,,,94,Undergrad,2024
485412,3,94,,,94,,2024
485458,1,4130,916,560,2654,All Students,2024
485458,2,4130,916,560,2654,Undergrad,2024
485458,3,1648,650,440,558,,2024
485458,11,2482,266,120,2096,,2024
485476,1,81,,,81,All Students,2024
485476,2,81,,,81,Undergrad,2024
485476,3,81,,,81,,2024
485485,1,283,,,283,All Students,2024
485485,2,283,,,283,Undergrad,2024
485485,3,283,,,283,,2024
485494,1,121,,,121,All Students,2024
485494,2,121,,,121,Undergrad,2024
485494,3,121,,,121,,2024
485500,1,75,59,0,16,All Students,2024
485500,2,75,59,0,16,Undergrad,2024
485500,3,75,59,0,16,,2024
485519,1,403,403,,,All Students,2024
485519,2,370,370,,,Undergrad,2024
485519,3,370,370,,,,2024
485519,12,33,33,,,Graduate,2024
485546,1,623,623,,,All Students,2024
485546,2,151,151,,,Undergrad,2024
485546,3,151,151,,,,2024
485546,12,472,472,,,Graduate,2024
485564,1,179,48,0,131,All Students,2024
485564,2,179,48,0,131,Undergrad,2024
485564,3,179,48,0,131,,2024
485573,1,287,0,1,286,All Students,2024
485573,2,287,0,1,286,Undergrad,2024
485573,3,287,0,1,286,,2024
485591,1,27,,,27,All Students,2024
485591,2,27,,,27,Undergrad,2024
485591,3,27,,,27,,2024
485607,1,44,,,44,All Students,2024
485607,2,44,,,44,Undergrad,2024
485607,3,44,,,44,,2024
485698,1,155,,,155,All Students,2024
485698,2,155,,,155,Undergrad,2024
485698,3,155,,,155,,2024
485768,1,746,317,0,429,All Students,2024
485768,2,330,93,0,237,Undergrad,2024
485768,3,330,93,0,237,,2024
485768,12,416,224,0,192,Graduate,2024
485801,1,67,,,67,All Students,2024
485801,2,67,,,67,Undergrad,2024
485801,3,67,,,67,,2024
485856,1,39,,,39,All Students,2024
485856,2,39,,,39,Undergrad,2024
485856,3,39,,,39,,2024
485874,1,200,,,200,All Students,2024
485874,2,200,,,200,Undergrad,2024
485874,3,200,,,200,,2024
485926,1,171,,,171,All Students,2024
485926,2,171,,,171,Undergrad,2024
485926,3,171,,,171,,2024
485953,1,77,34,43,0,All Students,2024
485953,2,77,34,43,0,Undergrad,2024
485953,3,77,34,43,0,,2024
485962,1,27,,,27,All Students,2024
485962,2,27,,,27,Undergrad,2024
485962,3,27,,,27,,2024
485999,1,112,,,112,All Students,2024
485999,2,112,,,112,Undergrad,2024
485999,3,112,,,112,,2024
486017,1,23,,,23,All Students,2024
486017,2,23,,,23,Undergrad,2024
486017,3,23,,,23,,2024
486026,1,132,,,132,All Students,2024
486026,2,132,,,132,Undergrad,2024
486026,3,130,,,130,,2024
486026,11,2,,,2,,2024
486053,1,200,,,200,All Students,2024
486053,2,117,,,117,Undergrad,2024
486053,3,117,,,117,,2024
486053,12,83,,,83,Graduate,2024
486080,1,12,,,12,All Students,2024
486080,12,12,,,12,Graduate,2024
486123,1,10,,,10,All Students,2024
486123,2,10,,,10,Undergrad,2024
486123,3,10,,,10,,2024
486150,1,107,,,107,All Students,2024
486150,2,107,,,107,Undergrad,2024
486150,3,75,,,75,,2024
486150,11,32,,,32,,2024
486169,1,84,,,84,All Students,2024
486169,2,84,,,84,Undergrad,2024
486169,3,84,,,84,,2024
486196,1,226,,,226,All Students,2024
486196,2,226,,,226,Undergrad,2024
486196,3,226,,,226,,2024
486202,1,9,,,9,All Students,2024
486202,2,9,,,9,Undergrad,2024
486202,3,9,,,9,,2024
486239,1,319,21,184,114,All Students,2024
